
 ____________________________________________________________________________________________
 Temperature: T =    300.00000000000000      K
 Chemical potential: mu =   -750.45348237850203      eV
 Composition: x =   0.12500000000292860     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
 12      4       96           -70064.13387      -61057.55783    0.101614E-07    0.105848E-09
 12      5       96           -70064.13171      -61057.55567    0.987475E-08    0.102862E-09
 12      6       96           -70064.09231      -61057.51627    0.584896E-08    0.609266E-10
 12      7      192           -70064.12289      -61057.54685    0.175632E-07    0.914751E-10
 12      8       12           -70064.07365      -61057.49761    0.570475E-09    0.475396E-10
 12      9       96           -70064.14746      -61057.57142    0.121743E-07    0.126816E-09
 12     10      192           -70064.15224      -61057.57620    0.259435E-07    0.135122E-09
 12     11       96           -70064.12175      -61057.54571    0.864943E-08    0.900982E-10
 12     12       24           -70064.12149      -61057.54545    0.215513E-08    0.897969E-10
 12     13       96           -70064.16960      -61057.59356    0.163398E-07    0.170206E-09
 12     14       48           -70064.13176      -61057.55572    0.494046E-08    0.102926E-09
 12     15       48           -70064.13138      -61057.55534    0.491583E-08    0.102413E-09
 12     16       96           -70064.16325      -61057.58721    0.150167E-07    0.156424E-09
 12     17       96           -70064.14087      -61057.56483    0.111523E-07    0.116170E-09
 12     18      192           -70064.17831      -61057.60227    0.366913E-07    0.191101E-09
 12     19       24           -70064.18632      -61057.61028    0.510143E-08    0.212560E-09
 12     20        4           -70064.09081      -61057.51477    0.238892E-09    0.597230E-10
 12     21       12           -70064.18951      -61057.61347    0.266134E-08    0.221778E-09
 12     22        8           -70064.18482      -61057.60878    0.166695E-08    0.208369E-09
 13      1       32           -70814.54558      -61057.42154    0.553444E-09    0.172951E-10
 13      2       48           -70814.54591      -61057.42187    0.833815E-09    0.173711E-10
 13      3       96           -70814.57501      -61057.45097    0.245503E-08    0.255733E-10
 13      4      192           -70814.58531      -61057.46127    0.563060E-08    0.293260E-10
 13      5       96           -70814.60588      -61057.48184    0.370086E-08    0.385506E-10
 13      6       16           -70814.56608      -61057.44203    0.363369E-09    0.227106E-10
 13      7       48           -70814.61397      -61057.48992    0.206030E-08    0.429228E-10
 13      8       32           -70814.62200      -61057.49796    0.152839E-08    0.477623E-10
 14      1       48           -71565.03360      -61057.36155    0.373986E-09    0.779138E-11
 14      2       24           -71565.04294      -61057.37089    0.211701E-09    0.882086E-11
 14      3       48           -71565.06234      -61057.39030    0.548023E-09    0.114172E-10
 15      1       16           -72315.51012      -61057.29007    0.482015E-10    0.301259E-11
 16      1        1           -73065.97876      -61057.21070    0.104897E-11    0.104897E-11
 ------------------------------
  n      Cumulative prob(n,T) 
     0            0.13587
     1            0.25386
     2            0.28619
     3            0.18832
     4            0.08819
     5            0.03354
     6            0.01065
     7            0.00268
     8            0.00057
     9            0.00010
    10            0.00002
    11            0.00000
    12            0.00000
    13            0.00000
    14            0.00000
    15            0.00000
    16            0.00000
 ------------------------------

 ____________________________________________________________________________________________
 Temperature: T =    1273.0000000000000      K
 Chemical potential: mu =   -750.61488078722914      eV
 Composition: x =   0.12500000003082296     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  0      1        1           -61059.13561      -61059.13561    0.129861E+00    0.129861E+00
  1      1       16           -61809.52206      -61058.90718    0.258963E+00    0.161852E-01
  2      1       48           -62559.91747      -61058.68771    0.105075E+00    0.218906E-02
  2      2       24           -62559.92649      -61058.69673    0.570385E-01    0.237660E-02
  2      3       48           -62559.93679      -61058.70702    0.125302E+00    0.261047E-02
  3      1       48           -63310.31227      -61058.46762    0.141313E-01    0.294402E-03
  3      2       32           -63310.31342      -61058.46878    0.952066E-02    0.297521E-03
  3      3       96           -63310.32148      -61058.47684    0.307382E-01    0.320189E-03
  3      4      192           -63310.33108      -61058.48644    0.671005E-01    0.349482E-03
  3      5       96           -63310.33003      -61058.48538    0.332291E-01    0.346137E-03
  3      6       48           -63310.32923      -61058.48459    0.164949E-01    0.343644E-03
  3      7       32           -63310.36223      -61058.51759    0.148560E-01    0.464249E-03
  3      8       16           -63310.29084      -61058.44620    0.387478E-02    0.242174E-03
  4      1       12           -64060.69708      -61058.23755    0.433784E-03    0.361487E-04
  4      2      192           -64060.71656      -61058.25704    0.828961E-02    0.431751E-04
  4      3      192           -64060.71491      -61058.25538    0.816541E-02    0.425282E-04
  4      4       96           -64060.72606      -61058.26654    0.451979E-02    0.470812E-04
  4      5       24           -64060.72769      -61058.26816    0.114682E-02    0.477842E-04
  4      6       96           -64060.73540      -61058.27588    0.492161E-02    0.512668E-04
  4      7       48           -64060.73390      -61058.27438    0.242734E-02    0.505696E-04
  4      8       96           -64060.71444      -61058.25492    0.406551E-02    0.423491E-04
  4      9      192           -64060.73261      -61058.27309    0.959577E-02    0.499779E-04
  4     10       96           -64060.75440      -61058.29487    0.585189E-02    0.609571E-04
  4     11       96           -64060.75643      -61058.29691    0.596129E-02    0.620968E-04
  4     12       96           -64060.72217      -61058.26265    0.436232E-02    0.454409E-04
  4     13       96           -64060.69587      -61058.23635    0.343239E-02    0.357541E-04
  4     14       96           -64060.72462      -61058.26510    0.446089E-02    0.464676E-04
  4     15       96           -64060.73338      -61058.27385    0.483146E-02    0.503277E-04
  4     16      192           -64060.74358      -61058.28405    0.106045E-01    0.552317E-04
  4     17       48           -64060.73462      -61058.27509    0.244319E-02    0.508998E-04
  4     18       24           -64060.74005      -61058.28053    0.128361E-02    0.534837E-04
  4     19        8           -64060.70845      -61058.24893    0.320780E-03    0.400975E-04
  4     20        4           -64060.71469      -61058.25516    0.169773E-03    0.424434E-04
  4     21       12           -64060.72936      -61058.26984    0.582217E-03    0.485181E-04
  4     22        8           -64060.80941      -61058.34988    0.805189E-03    0.100649E-03
  5      1       96           -64811.10732      -61058.03292    0.537303E-03    0.559691E-05
  5      2      192           -64811.12798      -61058.05357    0.129726E-02    0.675655E-05
  5      3       48           -64811.11935      -61058.04495    0.299784E-03    0.624550E-05
  5      4      192           -64811.11591      -61058.04150    0.116207E-02    0.605246E-05
  5      5       96           -64811.13305      -61058.05865    0.679348E-03    0.707654E-05
  5      6      192           -64811.14693      -61058.07253    0.154189E-02    0.803067E-05
  5      7       96           -64811.14333      -61058.06892    0.746048E-03    0.777133E-05
  5      8       96           -64811.11657      -61058.04216    0.584548E-03    0.608904E-05
  5      9       96           -64811.15908      -61058.08468    0.861240E-03    0.897125E-05
  5     10      192           -64811.12358      -61058.04918    0.124632E-02    0.649126E-05
  5     11       96           -64811.15460      -61058.08019    0.826769E-03    0.861218E-05
  5     12       96           -64811.13429      -61058.05989    0.687070E-03    0.715698E-05
  5     13       48           -64811.09652      -61058.02211    0.243452E-03    0.507191E-05
  5     14       96           -64811.09885      -61058.02445    0.497379E-03    0.518103E-05
  5     15       96           -64811.10455      -61058.03015    0.523892E-03    0.545720E-05
  5     16      192           -64811.12491      -61058.05051    0.126148E-02    0.657020E-05
  5     17      192           -64811.13724      -61058.06284    0.141158E-02    0.735199E-05
  5     18      192           -64811.14338      -61058.06898    0.149282E-02    0.777508E-05
  5     19      192           -64811.14607      -61058.07167    0.152988E-02    0.796810E-05
  5     20      192           -64811.15355      -61058.07915    0.163783E-02    0.853037E-05
  5     21       96           -64811.14266      -61058.06826    0.741518E-03    0.772415E-05
  5     22       96           -64811.16473      -61058.09032    0.906744E-03    0.944525E-05
  5     23      192           -64811.12660      -61058.05220    0.128109E-02    0.667233E-05
  5     24      192           -64811.13486      -61058.06046    0.138131E-02    0.719433E-05
  5     25      192           -64811.15418      -61058.07978    0.164723E-02    0.857934E-05
  5     26      192           -64811.14948      -61058.07508    0.157815E-02    0.821953E-05
  5     27       96           -64811.13234      -61058.05794    0.674952E-03    0.703075E-05
  5     28       96           -64811.14099      -61058.06659    0.730335E-03    0.760766E-05
  5     29       96           -64811.10918      -61058.03478    0.546491E-03    0.569262E-05
  5     30       48           -64811.11499      -61058.04059    0.288108E-03    0.600225E-05
  5     31       48           -64811.12250      -61058.04809    0.308511E-03    0.642732E-05
  5     32       96           -64811.15092      -61058.07652    0.799516E-03    0.832829E-05
  5     33       96           -64811.15329      -61058.07889    0.816992E-03    0.851033E-05
  5     34       48           -64811.17400      -61058.09959    0.493349E-03    0.102781E-04
