
 ____________________________________________________________________________________________
 Temperature: T =    300.00000000000000      K
 Chemical potential: mu =   -750.45348237850203      eV
 Composition: x =   0.12500000000292860     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  9     31      192           -67812.84179      -61057.30786    0.144802E-05    0.754178E-08
  9     32      192           -67812.83873      -61057.30481    0.140824E-05    0.733458E-08
  9     33      192           -67812.81791      -61057.28398    0.116471E-05    0.606621E-08
  9     34       96           -67812.75800      -61057.22407    0.337289E-06    0.351343E-08
  9     35       96           -67812.77649      -61057.24257    0.399249E-06    0.415884E-08
  9     36      192           -67812.79496      -61057.26104    0.944922E-06    0.492147E-08
  9     37       96           -67812.78896      -61057.25503    0.447301E-06    0.465939E-08
  9     38      192           -67812.82654      -61057.29262    0.126013E-05    0.656319E-08
  9     39      192           -67812.80576      -61057.27183    0.104265E-05    0.543045E-08
  9     40       96           -67812.80616      -61057.27223    0.523213E-06    0.545014E-08
  9     41      192           -67812.82791      -61057.29398    0.127590E-05    0.664531E-08
  9     42       96           -67812.81007      -61057.27614    0.542194E-06    0.564785E-08
  9     43       96           -67812.84600      -61057.31207    0.752350E-06    0.783698E-08
  9     44       96           -67812.80759      -61057.27366    0.530074E-06    0.552160E-08
  9     45      192           -67812.78858      -61057.25466    0.891526E-06    0.464336E-08
  9     46      192           -67812.78535      -61057.25142    0.865619E-06    0.450843E-08
  9     47       96           -67812.80144      -61057.26751    0.501183E-06    0.522066E-08
  9     48      192           -67812.82713      -61057.29320    0.126685E-05    0.659817E-08
  9     49      192           -67812.79552      -61057.26159    0.949689E-06    0.494630E-08
  9     50      192           -67812.83546      -61057.30154    0.136688E-05    0.711917E-08
  9     51      192           -67812.81585      -61057.28192    0.114310E-05    0.595363E-08
  9     52      192           -67812.84622      -61057.31229    0.150772E-05    0.785272E-08
  9     53      192           -67812.85684      -61057.32291    0.166092E-05    0.865064E-08
  9     54       96           -67812.81905      -61057.28512    0.588472E-06    0.612992E-08
  9     55      192           -67812.82744      -61057.29351    0.127042E-05    0.661678E-08
  9     56      192           -67812.84162      -61057.30769    0.144574E-05    0.752989E-08
  9     57      192           -67812.85615      -61057.32223    0.165058E-05    0.859679E-08
  9     58       96           -67812.81278      -61057.27885    0.555760E-06    0.578917E-08
  9     59      192           -67812.86009      -61057.32616    0.171088E-05    0.891085E-08
  9     60      192           -67812.83829      -61057.30436    0.140251E-05    0.730475E-08
  9     61      192           -67812.84829      -61057.31436    0.153644E-05    0.800230E-08
  9     62      192           -67812.80518      -61057.27125    0.103713E-05    0.540172E-08
  9     63      192           -67812.85725      -61057.32332    0.166717E-05    0.868319E-08
  9     64       96           -67812.81455      -61057.28062    0.564821E-06    0.588355E-08
  9     65       96           -67812.79692      -61057.26299    0.480939E-06    0.500978E-08
  9     66      192           -67812.81048      -61057.27656    0.108853E-05    0.566941E-08
  9     67      192           -67812.83063      -61057.29670    0.130796E-05    0.681227E-08
  9     68      192           -67812.82720      -61057.29327    0.126768E-05    0.660250E-08
  9     69       48           -67812.87338      -61057.33946    0.482835E-06    0.100591E-07
  9     70       96           -67812.87207      -61057.33814    0.954120E-06    0.993875E-08
  9     71      192           -67812.88936      -61057.35543    0.223412E-05    0.116361E-07
  9     72       96           -67812.86915      -61057.33522    0.929109E-06    0.967821E-08
  9     73       48           -67812.77518      -61057.24125    0.197237E-06    0.410910E-08
  9     74       96           -67812.80572      -61057.27179    0.521133E-06    0.542847E-08
  9     75       96           -67812.84596      -61057.31203    0.752049E-06    0.783384E-08
  9     76      192           -67812.86070      -61057.32677    0.172039E-05    0.896037E-08
  9     77       96           -67812.85495      -61057.32102    0.816299E-06    0.850311E-08
  9     78       48           -67812.87663      -61057.34270    0.497318E-06    0.103608E-07
  9     79       96           -67812.89835      -61057.36442    0.121247E-05    0.126299E-07
  9     80       32           -67812.80120      -61057.26727    0.166700E-06    0.520939E-08
  9     81       96           -67812.89119      -61057.35726    0.113582E-05    0.118315E-07
  9     82       16           -67812.84558      -61057.31165    0.124910E-06    0.780689E-08
 10      1       96           -68563.19951      -61057.05070    0.694455E-07    0.723391E-09
 10      2      192           -68563.22623      -61057.07742    0.177204E-06    0.922938E-09
 10      3       96           -68563.19852      -61057.04972    0.688254E-07    0.716931E-09
 10      4       96           -68563.19838      -61057.04958    0.687370E-07    0.716010E-09
 10      5       48           -68563.21124      -61057.06243    0.386428E-07    0.805059E-09
 10      6       48           -68563.24170      -61057.09290    0.510109E-07    0.106273E-08
 10      7      192           -68563.19709      -61057.04828    0.135861E-06    0.707607E-09
 10      8       96           -68563.20784      -61057.05903    0.749270E-07    0.780489E-09
 10      9       96           -68563.21364      -61057.06484    0.789966E-07    0.822881E-09
 10     10      192           -68563.25766      -61057.10886    0.236002E-06    0.122918E-08
 10     11       96           -68563.19797      -61057.04916    0.684780E-07    0.713313E-09
 10     12      192           -68563.22825      -61057.07945    0.180499E-06    0.940099E-09
 10     13       96           -68563.24672      -61057.09791    0.106793E-06    0.111243E-08
 10     14      192           -68563.24614      -61057.09733    0.212466E-06    0.110659E-08
 10     15       96           -68563.22693      -61057.07813    0.891709E-07    0.928863E-09
 10     16      192           -68563.22335      -61057.07455    0.172614E-06    0.899031E-09
 10     17      192           -68563.25546      -61057.10666    0.231316E-06    0.120477E-08
 10     18      192           -68563.25561      -61057.10680    0.231614E-06    0.120632E-08
 10     19      192           -68563.25470      -61057.10590    0.229717E-06    0.119644E-08
 10     20      192           -68563.26407      -61057.11526    0.250187E-06    0.130306E-08
 10     21      192           -68563.27507      -61057.12626    0.276583E-06    0.144054E-08
 10     22      192           -68563.27252      -61057.12372    0.270238E-06    0.140749E-08
 10     23      192           -68563.23484      -61057.08603    0.191664E-06    0.998250E-09
 10     24      192           -68563.19848      -61057.04967    0.137598E-06    0.716656E-09
 10     25       96           -68563.19666      -61057.04785    0.676645E-07    0.704839E-09
 10     26       96           -68563.23259      -61057.08378    0.938890E-07    0.978011E-09
 10     27      192           -68563.22735      -61057.07854    0.179013E-06    0.932358E-09
 10     28       64           -68563.25601      -61057.10720    0.774874E-07    0.121074E-08
 10     29      192           -68563.24584      -61057.09703    0.211886E-06    0.110357E-08
 10     30      192           -68563.22906      -61057.08025    0.181830E-06    0.947032E-09
 10     31      192           -68563.24792      -61057.09911    0.215941E-06    0.112470E-08
 10     32      192           -68563.24485      -61057.09605    0.209992E-06    0.109371E-08
 10     33      192           -68563.26372      -61057.11491    0.249393E-06    0.129892E-08
 10     34       96           -68563.22979      -61057.08099    0.915262E-07    0.953398E-09
 10     35       48           -68563.20800      -61057.05920    0.375189E-07    0.781643E-09
 10     36      192           -68563.24395      -61057.09515    0.208272E-06    0.108475E-08
 10     37       48           -68563.20696      -61057.05815    0.371635E-07    0.774239E-09
 10     38      192           -68563.28889      -61057.14008    0.313703E-06    0.163387E-08
 10     39      192           -68563.28843      -61057.13963    0.312416E-06    0.162717E-08
 10     40       96           -68563.29626      -61057.14745    0.167752E-06    0.174741E-08
 10     41       96           -68563.29383      -61057.14503    0.164089E-06    0.170926E-08
 10     42       32           -68563.25704      -61057.10823    0.391099E-07    0.122218E-08
 10     43       16           -68563.27082      -61057.12201    0.221727E-07    0.138580E-08
 10     44       48           -68563.20535      -61057.05654    0.366217E-07    0.762952E-09
 10     45      192           -68563.25355      -61057.10474    0.227315E-06    0.118393E-08
 10     46       48           -68563.24488      -61057.09607    0.525108E-07    0.109398E-08
 10     47      192           -68563.27231      -61057.12350    0.269697E-06    0.140467E-08
 10     48      192           -68563.25558      -61057.10677    0.231548E-06    0.120598E-08
 10     49       48           -68563.21547      -61057.06666    0.401602E-07    0.836670E-09
 10     50       48           -68563.26774      -61057.11893    0.646748E-07    0.134739E-08
 10     51      192           -68563.29441      -61057.14560    0.329911E-06    0.171829E-08
 10     52      192           -68563.30566      -61057.15685    0.365517E-06    0.190373E-08
 10     53       24           -68563.22534      -61057.07653    0.219711E-07    0.915464E-09
 10     54       96           -68563.30286      -61057.15405    0.178159E-06    0.185582E-08
 10     55       96           -68563.21527      -61057.06647    0.801784E-07    0.835192E-09
 10     56       32           -68563.24851      -61057.09971    0.361857E-07    0.113080E-08
 10     57       96           -68563.26640      -61057.11759    0.127784E-06    0.133108E-08
 10     58       48           -68563.30263      -61057.15382    0.888954E-07    0.185199E-08
 10     59       96           -68563.30455      -61057.15574    0.180930E-06    0.188469E-08
 10     60       96           -68563.30780      -61057.15900    0.186372E-06    0.194138E-08
 10     61       16           -68563.23690      -61057.08809    0.162751E-07    0.101719E-08
 10     62       96           -68563.29162      -61057.14281    0.160807E-06    0.167507E-08
 10     63       48           -68563.30391      -61057.15510    0.899371E-07    0.187369E-08
 10     64       96           -68563.29514      -61057.14634    0.166058E-06    0.172977E-08
 10     65       48           -68563.32761      -61057.17880    0.111625E-06    0.232553E-08
 11      1       96           -69313.62809      -61056.86441    0.127090E-07    0.132386E-09
 11      2       48           -69313.62715      -61056.86346    0.630017E-08    0.131254E-09
 11      3       96           -69313.65893      -61056.89524    0.168341E-07    0.175356E-09
 11      4      192           -69313.68541      -61056.92172    0.428602E-07    0.223230E-09
 11      5       96           -69313.62681      -61056.86313    0.125616E-07    0.130850E-09
 11      6      192           -69313.65819      -61056.89451    0.334428E-07    0.174181E-09
 11      7      192           -69313.65744      -61056.89376    0.332150E-07    0.172995E-09
 11      8      192           -69313.65830      -61056.89461    0.334742E-07    0.174345E-09
 11      9      192           -69313.67591      -61056.91222    0.393029E-07    0.204702E-09
 11     10      192           -69313.65793      -61056.89424    0.333634E-07    0.173767E-09
 11     11       96           -69313.63928      -61056.87559    0.140736E-07    0.146600E-09
 11     12       96           -69313.70426      -61056.94057    0.254478E-07    0.265082E-09
 11     13      192           -69313.70946      -61056.94577    0.533654E-07    0.277945E-09
 11     14       96           -69313.68995      -61056.92626    0.223354E-07    0.232661E-09
 11     15       96           -69313.70310      -61056.93942    0.251811E-07    0.262303E-09
 11     16      192           -69313.66833      -61056.90464    0.366788E-07    0.191036E-09
 11     17      192           -69313.70143      -61056.93774    0.495999E-07    0.258333E-09
 11     18       48           -69313.70704      -61056.94335    0.130499E-07    0.271873E-09
 11     19      192           -69313.71851      -61056.95482    0.579552E-07    0.301850E-09
 11     20       48           -69313.64847      -61056.88478    0.765170E-08    0.159410E-09
 11     21       96           -69313.66195      -61056.89826    0.173034E-07    0.180244E-09
 11     22       48           -69313.62968      -61056.86599    0.644705E-08    0.134313E-09
 11     23      192           -69313.67752      -61056.91383    0.398865E-07    0.207742E-09
 11     24       96           -69313.68931      -61056.92562    0.222055E-07    0.231307E-09
 11     25       96           -69313.71057      -61056.94688    0.269533E-07    0.280764E-09
 11     26      192           -69313.71815      -61056.95446    0.577643E-07    0.300856E-09
 11     27       96           -69313.68511      -61056.92142    0.213710E-07    0.222615E-09
 11     28       96           -69313.71676      -61056.95307    0.285198E-07    0.297081E-09
 11     29       96           -69313.73547      -61056.97178    0.338232E-07    0.352325E-09
 11     30       96           -69313.68841      -61056.92472    0.220247E-07    0.229424E-09
 11     31       96           -69313.73744      -61056.97375    0.344348E-07    0.358696E-09
 11     32      192           -69313.74174      -61056.97805    0.716215E-07    0.373029E-09
 11     33       96           -69313.72588      -61056.96219    0.309902E-07    0.322815E-09
 11     34       48           -69313.73495      -61056.97126    0.168312E-07    0.350649E-09
 11     35       96           -69313.72839      -61056.96471    0.317101E-07    0.330313E-09
 12      1        8           -70064.06517      -61056.68660    0.209416E-09    0.261770E-10
 12      2      192           -70064.09310      -61056.71453    0.648323E-08    0.337668E-10
 12      3       96           -70064.12351      -61056.74494    0.427722E-08    0.445544E-10
 12      4       96           -70064.13387      -61056.75530    0.470055E-08    0.489641E-10
 12      5       96           -70064.13171      -61056.75314    0.460920E-08    0.480125E-10
 12      6       96           -70064.09231      -61056.71374    0.321844E-08    0.335254E-10
 12      7      192           -70064.12289      -61056.74432    0.850577E-08    0.443009E-10
 12      8       12           -70064.07365      -61056.69508    0.339361E-09    0.282801E-10
 12      9       96           -70064.14746      -61056.76889    0.532078E-08    0.554248E-10
 12     10      192           -70064.15224      -61056.77367    0.111148E-07    0.578896E-10
 12     11       96           -70064.12175      -61056.74318    0.420888E-08    0.438425E-10
 12     12       24           -70064.12149      -61056.74292    0.104980E-08    0.437419E-10
 12     13       96           -70064.16960      -61056.79103    0.651057E-08    0.678184E-10
 12     14       48           -70064.13176      -61056.75319    0.230559E-08    0.480331E-10
 12     15       48           -70064.13138      -61056.75281    0.229770E-08    0.478687E-10
 12     16       96           -70064.16325      -61056.78468    0.614429E-08    0.640030E-10
 12     17       96           -70064.14087      -61056.76230    0.501028E-08    0.521904E-10
 12     18      192           -70064.17831      -61056.79974    0.140973E-07    0.734234E-10
 12     19       24           -70064.18632      -61056.80775    0.189558E-08    0.789823E-10
 12     20        4           -70064.09081      -61056.71224    0.132279E-09    0.330698E-10
 12     21       12           -70064.18951      -61056.81094    0.975790E-09    0.813158E-10
 12     22        8           -70064.18482      -61056.80625    0.623289E-09    0.779111E-10
 13      1       32           -70814.54558      -61056.55213    0.245876E-09    0.768361E-11
 13      2       48           -70814.54591      -61056.55246    0.369925E-09    0.770676E-11
 13      3       96           -70814.57501      -61056.58156    0.964552E-09    0.100474E-10
 13      4      192           -70814.58531      -61056.59186    0.211903E-08    0.110366E-10
 13      5       96           -70814.60588      -61056.61243    0.127809E-08    0.133135E-10
 13      6       16           -70814.56608      -61056.57263    0.148189E-09    0.926183E-11
 13      7       48           -70814.61397      -61056.62052    0.687906E-09    0.143314E-10
 13      8       32           -70814.62200      -61056.62855    0.493465E-09    0.154208E-10
 14      1       48           -71565.03360      -61056.42527    0.116024E-09    0.241717E-11
 14      2       24           -71565.04294      -61056.43460    0.631654E-10    0.263189E-11
 14      3       48           -71565.06234      -61056.45401    0.150782E-09    0.314129E-11
 15      1       16           -72315.51012      -61056.28691    0.109561E-10    0.684757E-12
 16      1        1           -73065.97876      -61056.14066    0.180535E-12    0.180535E-12
 ------------------------------
  n      Cumulative prob(n,T) 
     0            0.12986
     1            0.25896
     2            0.28742
     3            0.18995
     4            0.08868
     5            0.03260
     6            0.00972
     7            0.00228
     8            0.00044
     9            0.00007
    10            0.00001
    11            0.00000
    12            0.00000
    13            0.00000
    14            0.00000
    15            0.00000
    16            0.00000
 ------------------------------

 ____________________________________________________________________________________________
 Temperature: T =    1673.0000000000000      K
 Chemical potential: mu =   -750.68185714391643      eV
 Composition: x =   0.12499999996816508     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  0      1        1           -61059.13561      -61059.13561    0.126886E+00    0.126886E+00
  1      1       16           -61809.52206      -61058.84020    0.261600E+00    0.163500E-01
  2      1       48           -62559.91747      -61058.55376    0.107616E+00    0.224199E-02
  2      2       24           -62559.92649      -61058.56278    0.572808E-01    0.238670E-02
  2      3       48           -62559.93679      -61058.57307    0.123042E+00    0.256338E-02
  3      1       48           -63310.31227      -61058.26670    0.146934E-01    0.306112E-03
  3      2       32           -63310.31342      -61058.26785    0.987445E-02    0.308577E-03
  3      3       96           -63310.32148      -61058.27591    0.313256E-01    0.326308E-03
  3      4      192           -63310.33108      -61058.28551    0.669665E-01    0.348784E-03
  3      5       96           -63310.33003      -61058.28445    0.332391E-01    0.346241E-03
  3      6       48           -63310.32923      -61058.28366    0.165284E-01    0.344341E-03
  3      7       32           -63310.36223      -61058.31666    0.138531E-01    0.432908E-03
  3      8       16           -63310.29084      -61058.24527    0.422149E-02    0.263843E-03
  4      1       12           -64060.69708      -61057.96965    0.467982E-03    0.389985E-04
  4      2      192           -64060.71656      -61057.98913    0.857128E-02    0.446421E-04
  4      3      192           -64060.71491      -61057.98748    0.847339E-02    0.441322E-04
  4      4       96           -64060.72606      -61057.99863    0.457759E-02    0.476832E-04
  4      5       24           -64060.72769      -61058.00026    0.115738E-02    0.482241E-04
  4      6       96           -64060.73540      -61058.00798    0.488407E-02    0.508757E-04
  4      7       48           -64060.73390      -61058.00647    0.241672E-02    0.503484E-04
  4      8       96           -64060.71444      -61057.98701    0.422311E-02    0.439907E-04
  4      9      192           -64060.73261      -61058.00518    0.958072E-02    0.498996E-04
  4     10       96           -64060.75440      -61058.02697    0.557178E-02    0.580393E-04
  4     11       96           -64060.75643      -61058.02900    0.565086E-02    0.588632E-04
  4     12       96           -64060.72217      -61057.99474    0.445573E-02    0.464138E-04
  4     13       96           -64060.69587      -61057.96844    0.371272E-02    0.386741E-04
  4     14       96           -64060.72462      -61057.99719    0.453213E-02    0.472096E-04
  4     15       96           -64060.73338      -61058.00595    0.481585E-02    0.501651E-04
  4     16      192           -64060.74358      -61058.01615    0.103378E-01    0.538428E-04
  4     17       48           -64060.73462      -61058.00719    0.242872E-02    0.505984E-04
  4     18       24           -64060.74005      -61058.01262    0.126099E-02    0.525412E-04
  4     19        8           -64060.70845      -61057.98102    0.337596E-03    0.421995E-04
  4     20        4           -64060.71469      -61057.98726    0.176261E-03    0.440653E-04
  4     21       12           -64060.72936      -61058.00193    0.585439E-03    0.487866E-04
  4     22        8           -64060.80941      -61058.08198    0.680026E-03    0.850032E-04
  5      1       96           -64811.10732      -61057.69804    0.569001E-03    0.592709E-05
  5      2      192           -64811.12798      -61057.71869    0.131331E-02    0.684016E-05
  5      3       48           -64811.11935      -61057.71006    0.309255E-03    0.644280E-05
  5      4      192           -64811.11591      -61057.70662    0.120782E-02    0.629072E-05
  5      5       96           -64811.13305      -61057.72377    0.680187E-03    0.708528E-05
  5      6      192           -64811.14693      -61057.73764    0.149781E-02    0.780107E-05
  5      7       96           -64811.14333      -61057.73404    0.730429E-03    0.760863E-05
  5      8       96           -64811.11657      -61057.70728    0.606684E-03    0.631962E-05
  5      9       96           -64811.15908      -61057.74979    0.814754E-03    0.848702E-05
  5     10      192           -64811.12358      -61057.71430    0.127389E-02    0.663482E-05
  5     11       96           -64811.15460      -61057.74531    0.789819E-03    0.822728E-05
  5     12       96           -64811.13429      -61057.72501    0.686062E-03    0.714648E-05
  5     13       48           -64811.09652      -61057.68723    0.263957E-03    0.549911E-05
  5     14       96           -64811.09885      -61057.68957    0.536534E-03    0.558890E-05
  5     15       96           -64811.10455      -61057.69526    0.558161E-03    0.581417E-05
  5     16      192           -64811.12491      -61057.71562    0.128566E-02    0.669613E-05
  5     17      192           -64811.13724      -61057.72796    0.140048E-02    0.729417E-05
  5     18      192           -64811.14338      -61057.73410    0.146139E-02    0.761143E-05
  5     19      192           -64811.14607      -61057.73679    0.148892E-02    0.775478E-05
  5     20      192           -64811.15355      -61057.74427    0.156821E-02    0.816775E-05
  5     21       96           -64811.14266      -61057.73337    0.727052E-03    0.757346E-05
  5     22       96           -64811.16473      -61057.75544    0.847306E-03    0.882611E-05
  5     23      192           -64811.12660      -61057.71732    0.130083E-02    0.677518E-05
  5     24      192           -64811.13486      -61057.72558    0.137757E-02    0.717484E-05
  5     25      192           -64811.15418      -61057.74489    0.157505E-02    0.820341E-05
  5     26      192           -64811.14948      -61057.74019    0.152453E-02    0.794028E-05
  5     27       96           -64811.13234      -61057.72306    0.676836E-03    0.705037E-05
  5     28       96           -64811.14099      -61057.73171    0.718694E-03    0.748639E-05
  5     29       96           -64811.10918      -61057.69990    0.576389E-03    0.600405E-05
  5     30       48           -64811.11499      -61057.70571    0.300046E-03    0.625096E-05
  5     31       48           -64811.12250      -61057.71321    0.316082E-03    0.658503E-05
  5     32       96           -64811.15092      -61057.74164    0.769930E-03    0.802010E-05
  5     33       96           -64811.15329      -61057.74401    0.782702E-03    0.815315E-05
  5     34       48           -64811.17400      -61057.76471    0.451789E-03    0.941227E-05
  5     35       96           -64811.20776      -61057.79847    0.114201E-02    0.118960E-04
  6      1       48           -65561.52021      -61057.42907    0.440385E-04    0.917468E-06
  6      2       96           -65561.51663      -61057.42549    0.859197E-04    0.894997E-06
  6      3       96           -65561.53725      -61057.44610    0.991254E-04    0.103256E-05
  6      4       96           -65561.55042      -61057.45928    0.108609E-03    0.113134E-05
  6      5      192           -65561.54507      -61057.45393    0.209310E-03    0.109016E-05
  6      6      192           -65561.52659      -61057.43545    0.184131E-03    0.959015E-06
  6      7      192           -65561.55623      -61057.46508    0.226147E-03    0.117785E-05
  6      8       16           -65561.58156      -61057.49042    0.224660E-04    0.140413E-05
  6      9       48           -65561.53048      -61057.43933    0.472894E-04    0.985196E-06
  6     10      192           -65561.50648      -61057.41534    0.160152E-03    0.834124E-06
  6     11       96           -65561.50926      -61057.41811    0.816339E-04    0.850353E-06
  6     12       32           -65561.53261      -61057.44147    0.319971E-04    0.999908E-06
  6     13      192           -65561.53638      -61057.44523    0.197059E-03    0.102635E-05
  6     14      192           -65561.55508      -61057.46394    0.224353E-03    0.116851E-05
  6     15      192           -65561.56568      -61057.47454    0.241472E-03    0.125767E-05
  6     16      192           -65561.52769      -61057.43655    0.185537E-03    0.966340E-06
  6     17      192           -65561.54578      -61057.45463    0.210333E-03    0.109549E-05
  6     18       64           -65561.54481      -61057.45367    0.696429E-04    0.108817E-05
  6     19      192           -65561.55339      -61057.46225    0.221749E-03    0.115494E-05
  6     20       96           -65561.56876      -61057.47762    0.123342E-03    0.128482E-05
  6     21      192           -65561.56988      -61057.47874    0.248615E-03    0.129487E-05
  6     22      192           -65561.54427      -61057.45312    0.208142E-03    0.108407E-05
  6     23      192           -65561.55311      -61057.46197    0.221310E-03    0.115266E-05
  6     24      192           -65561.57385      -61057.48270    0.255548E-03    0.133098E-05
  6     25      192           -65561.56475      -61057.47361    0.239921E-03    0.124959E-05
  6     26       96           -65561.58096      -61057.48982    0.134240E-03    0.139833E-05
  6     27      192           -65561.56031      -61057.46917    0.232646E-03    0.121170E-05
  6     28       96           -65561.53571      -61057.44457    0.980776E-04    0.102164E-05
  6     29      192           -65561.55869      -61057.46755    0.230042E-03    0.119814E-05
  6     30      192           -65561.55524      -61057.46410    0.224607E-03    0.116983E-05
  6     31      192           -65561.55868      -61057.46753    0.230023E-03    0.119804E-05
  6     32      192           -65561.56461      -61057.47347    0.239687E-03    0.124837E-05
  6     33       48           -65561.50632      -61057.41517    0.399924E-04    0.833176E-06
  6     34      192           -65561.52438      -61057.43324    0.181325E-03    0.944400E-06
  6     35       32           -65561.54198      -61057.45084    0.341457E-04    0.106705E-05
  6     36      192           -65561.51409      -61057.42295    0.168834E-03    0.879343E-06
  6     37       48           -65561.51811      -61057.42697    0.434014E-04    0.904195E-06
  6     38       96           -65561.51989      -61057.42875    0.878811E-04    0.915428E-06
  6     39       96           -65561.51745      -61057.42631    0.864098E-04    0.900102E-06
  6     40       96           -65561.52718      -61057.43604    0.924404E-04    0.962921E-06
  6     41       48           -65561.51654      -61057.42540    0.429331E-04    0.894439E-06
  6     42      192           -65561.54816      -61057.45702    0.213845E-03    0.111377E-05
  6     43       24           -65561.51377      -61057.42263    0.210577E-04    0.877405E-06
  6     44       96           -65561.52518      -61057.43404    0.911663E-04    0.949648E-06
  6     45      192           -65561.54372      -61057.45257    0.207352E-03    0.107996E-05
  6     46      192           -65561.55012      -61057.45897    0.216764E-03    0.112898E-05
  6     47       96           -65561.54490      -61057.45376    0.104532E-03    0.108888E-05
  6     48       96           -65561.55341      -61057.46227    0.110888E-03    0.115508E-05
  6     49       96           -65561.57079      -61057.47965    0.125093E-03    0.130305E-05
  6     50       48           -65561.53532      -61057.44418    0.489043E-04    0.101884E-05
  6     51       96           -65561.57028      -61057.47914    0.124655E-03    0.129849E-05
  6     52      192           -65561.57470      -61057.48355    0.257057E-03    0.133884E-05
  6     53       96           -65561.57929      -61057.48815    0.132694E-03    0.138223E-05
  6     54       48           -65561.57496      -61057.48382    0.643826E-04    0.134130E-05
  6     55      192           -65561.56311      -61057.47197    0.237211E-03    0.123547E-05
  6     56       96           -65561.57904      -61057.48790    0.132464E-03    0.137983E-05
  6     57       16           -65561.54741      -61057.45627    0.177277E-04    0.110798E-05
  6     58       48           -65561.51364      -61057.42250    0.420769E-04    0.876602E-06
  6     59       48           -65561.55833      -61057.46718    0.573667E-04    0.119514E-05
  6     60       96           -65561.60610      -61057.51496    0.159809E-03    0.166468E-05
  6     61      192           -65561.59742      -61057.50627    0.300935E-03    0.156737E-05
  6     62       96           -65561.62828      -61057.53714    0.186392E-03    0.194158E-05
  6     63       96           -65561.60348      -61057.51233    0.156928E-03    0.163467E-05
  6     64       48           -65561.61413      -61057.52299    0.844821E-04    0.176004E-05
  6     65       48           -65561.59121      -61057.50006    0.720618E-04    0.150129E-05
  7      1      192           -66311.94451      -61057.17151    0.295138E-04    0.153718E-06
  7      2       48           -66311.97842      -61057.20542    0.933525E-05    0.194484E-06
  7      3       96           -66311.94963      -61057.17663    0.152909E-04    0.159281E-06
  7      4       96           -66311.91560      -61057.14260    0.120756E-04    0.125788E-06
  7      5       48           -66311.91094      -61057.13793    0.584553E-05    0.121782E-06
  7      6       96           -66311.93192      -61057.15892    0.135230E-04    0.140864E-06
  7      7       96           -66311.96458      -61057.19158    0.169614E-04    0.176681E-06
  7      8      192           -66311.94323      -61057.17023    0.292534E-04    0.152361E-06
  7      9      192           -66311.96152      -61057.18852    0.332099E-04    0.172968E-06
  7     10      192           -66311.97454      -61057.20154    0.363484E-04    0.189315E-06
  7     11      192           -66311.98827      -61057.21527    0.399809E-04    0.208234E-06
  7     12      192           -66311.96920      -61057.19620    0.350279E-04    0.182437E-06
  7     13      192           -66311.97897      -61057.20597    0.374829E-04    0.195224E-06
  7     14      192           -66311.95455      -61057.18154    0.316414E-04    0.164799E-06
  7     15      192           -66311.94879      -61057.17579    0.304030E-04    0.158349E-06
  7     16      192           -66311.97501      -61057.20201    0.364674E-04    0.189934E-06
  7     17      192           -66311.97941      -61057.20641    0.375970E-04    0.195818E-06
  7     18      192           -66311.97931      -61057.20630    0.375701E-04    0.195678E-06
  7     19       96           -66311.98554      -61057.21254    0.196157E-04    0.204330E-06
  7     20       96           -66311.97225      -61057.19925    0.178884E-04    0.186338E-06
  7     21      192           -66311.93300      -61057.16000    0.272490E-04    0.141922E-06
  7     22      192           -66311.95195      -61057.17895    0.310765E-04    0.161857E-06
  7     23       96           -66311.91308      -61057.14008    0.118663E-04    0.123607E-06
  7     24       96           -66311.92432      -61057.15132    0.128286E-04    0.133631E-06
  7     25      192           -66311.93376      -61057.16076    0.273941E-04    0.142678E-06
  7     26      192           -66311.94964      -61057.17664    0.305821E-04    0.159282E-06
  7     27      192           -66311.95674      -61057.18374    0.321268E-04    0.167327E-06
  7     28      192           -66311.94869      -61057.17569    0.303825E-04    0.158242E-06
  7     29       96           -66311.96376      -61057.19076    0.168653E-04    0.175680E-06
  7     30      192           -66311.92504      -61057.15204    0.257852E-04    0.134298E-06
  7     31       96           -66311.92608      -61057.15308    0.129857E-04    0.135268E-06
  7     32      192           -66311.94219      -61057.16919    0.290433E-04    0.151267E-06
  7     33      192           -66311.95534      -61057.18234    0.318163E-04    0.165710E-06
  7     34      192           -66311.93241      -61057.15941    0.271377E-04    0.141342E-06
  7     35      192           -66311.94584      -61057.17284    0.297874E-04    0.155143E-06
  7     36      192           -66311.96232      -61057.18932    0.333937E-04    0.173926E-06
  7     37      192           -66311.94051      -61057.16751    0.287066E-04    0.149514E-06
  7     38       96           -66311.94944      -61057.17644    0.152706E-04    0.159069E-06
  7     39      192           -66311.96984      -61057.19684    0.351825E-04    0.183242E-06
  7     40       96           -66311.93276      -61057.15975    0.136014E-04    0.141682E-06
  7     41      192           -66311.96916      -61057.19616    0.350182E-04    0.182386E-06
  7     42       96           -66311.96775      -61057.19474    0.173376E-04    0.180600E-06
  7     43       96           -66311.96666      -61057.19366    0.172071E-04    0.179241E-06
  7     44       96           -66311.99143      -61057.21843    0.204334E-04    0.212848E-06
